ID,Picture,Name_German,Name_English,Name_Japanese,Name_Japanese2,Generazion_Picture,Type,KP ,Status_Attack,Status_SpecialAttack,Status_Defense,Status_SpecialDefense,Status_Initiative,Status_Sum,Class,Height_m,Weight_kg,Color,Form,Name_Form
398,Staraptor ,Staraptor ,Staraptor ,Mukuhawk ,ムクホーク ,4. Generation Gen4 ,NormalFlug,374,339,199,239,219,299,1669,BL,1.2,24.9,grey,Form 9: Vogel-Form ,Raubtier
399,Bidiza ,Bidiza ,Bidoof ,Bipper ,ビッパ ,4. Generation Gen4 ,Normal,322,189,169,179,179,161,1199,LC,0.5,20,brown,Form 8: Vierbeiner ,Dickmaus
400,Bidifas ,Bidifas ,Bibarel ,Beadull ,ビーダル ,4. Generation Gen4 ,NormalWasser,362,269,209,219,219,241,1519,PU,1,31.5,brown,Form 6: Zweibeiner mit Schweif ,Biber
401,Zirpurze ,Zirpurze ,Kricketot ,Koroboshi ,コロボーシ ,4. Generation Gen4 ,Käfer,278,149,149,181,181,149,1087,LC,0.3,2.2,red,Form 12: Humanoider Körper ,Zirper
402,Zirpeise ,Zirpeise ,Kricketune ,Korotok ,コロトック ,4. Generation Gen4 ,Käfer,358,269,209,201,201,229,1467,PU,1,25.5,red,Form 13: Geflügelte Insekten ,Zirper
403,Sheinux ,Sheinux ,Shinx ,Kolink ,コリンク ,4. Generation Gen4 ,Elektro,294,229,179,167,167,189,1225,LC,0.5,9.5,blue,Form 8: Vierbeiner ,Flacker
404,Luxio ,Luxio ,Luxio ,Luxio ,ルクシオ ,4. Generation Gen4 ,Elektro,324,269,219,197,197,219,1425,NFE,0.9,30.5,blue,Form 8: Vierbeiner ,Funken
405,Luxtra ,Luxtra ,Luxray ,Rentorer ,レントラー ,4. Generation Gen4 ,Elektro,364,339,289,257,257,239,1745,PU,1.4,42,black,Form 8: Vierbeiner ,Glühauge
406,Knospi ,Knospi ,Budew ,Subomie ,スボミー ,4. Generation Gen4 ,PflanzeGift,284,159,199,169,239,209,1259,LC,0.2,1.2,green,Form 12: Humanoider Körper ,Knospe
407,Roserade ,Roserade ,Roserade ,Roserade ,ロズレイド ,4. Generation Gen4 ,PflanzeGift,324,239,349,229,309,279,1729,RU,0.9,14.5,green,Form 12: Humanoider Körper ,Blumenstrauß
408,Koknodon ,Koknodon ,Cranidos ,Zugaidos ,ズガイドス ,4. Generation Gen4 ,Gestein,338,349,159,179,159,215,1399,LC,0.9,31.5,blue,Form 6: Zweibeiner mit Schweif ,Kopfstoß
409,Rameidon ,Rameidon ,Rampardos ,Rampard ,ラムパルド ,4. Generation Gen4 ,Gestein,398,429,229,219,199,215,1689,PU,1.6,102.5,blue,Form 6: Zweibeiner mit Schweif ,Kopfstoß
410,Schilterus ,Schilterus ,Shieldon ,Tatetops ,タテトプス ,4. Generation Gen4 ,GesteinStahl,264,183,183,335,275,159,1399,LC,0.5,57,brown,Form 8: Vierbeiner ,Schutzschild
411,Bollterus ,Bollterus ,Bastiodon ,Trideps ,トリデプス ,4. Generation Gen4 ,GesteinStahl,324,203,193,435,375,159,1689,PU,1.3,149.5,brown,Form 8: Vierbeiner ,Schutzschild
412,Burmy ,Burmy ,Burmy ,Minomutchi ,ミノムッチ ,4. Generation Gen4 ,Käfer,284,157,157,189,189,171,1147,LC,0.2,3.4,green,Form 2: Schlangen-Form ,Beutelwurm
413,Burmadame ,Burmadame ,Wormadam ,Minomadam ,ミノマダム ,4. Generation Gen4 ,Käfer,324,217,257,269,309,171,1547,PU,0.5,6.5,green,Form 2: Schlangen-Form ,Beutelwurm
414,Moterpel ,Moterpel ,Mothim ,Garmeil ,ガーメイル ,4. Generation Gen4 ,KäferFlug,344,287,287,199,199,231,1547,PU,0.9,23.3,yellow,Form 13: Geflügelte Insekten ,Motte
415,Wadribie ,Wadribie ,Combee ,Mitsuhoney ,ミツハニー ,4. Generation Gen4 ,KäferFlug,264,159,159,183,183,239,1187,LC,0.3,5.5,yellow,Form 11: Multiple Körper ,Kleinbiene
416,Honweisel ,Honweisel ,Vespiquen ,Beequeen ,ビークイン ,4. Generation Gen4 ,KäferFlug,344,259,259,303,303,179,1647,PU,1.2,38.5,yellow,Form 9: Vogel-Form ,Bienenstock
417,Pachirisu ,Pachirisu ,Pachirisu ,Pachirisu ,パチリス ,4. Generation Gen4 ,Elektro,324,189,189,239,279,289,1509,PU,0.4,3.9,white,Form 8: Vierbeiner ,Elektrohörnchen
418,Bamelin ,Bamelin ,Buizel ,Buoysel ,ブイゼル ,4. Generation Gen4 ,Wasser,314,229,219,169,159,269,1359,LC,0.7,29.5,red,Form 8: Vierbeiner ,Meereswiesel
419,Bojelin ,Bojelin ,Floatzel ,Flowsel ,フローゼル ,4. Generation Gen4 ,Wasser,374,309,269,209,199,329,1689,PU,1.1,33.5,red,Form 8: Vierbeiner ,Meereswiesel
420,Kikugi ,Kikugi ,Cherubi ,Cherinbo ,チェリンボ ,4. Generation Gen4 ,Pflanze,294,169,223,189,205,169,1249,LC,0.4,3.3,pink,Form 11: Multiple Körper ,Kirsche
421,Kinoso ,Kinoso ,Cherrim ,Cherrim ,チェリム ,4. Generation Gen4 ,Pflanze,344,219,273,239,255,269,1599,PU,0.5,9.3,pink,Form 7: Kopf überwiegend mit Beinen ,Blüte
422,Schalellos ,Schalellos ,Shellos ,Karanakushi ,カラナクシ ,4. Generation Gen4 ,Wasser,356,195,213,195,223,167,1349,LC,0.3,6.3,pink,Form 14: Kriechende Insekten ,Seeschnecke
423,Gastrodon ,Gastrodon ,Gastrodon ,Toritodon ,トリトドン ,4. Generation Gen4 ,WasserBoden,426,265,283,235,263,177,1649,NU,0.9,29.9,pink,Form 14: Kriechende Insekten ,Seeschnecke
424,Ambidiffel ,Ambidiffel ,Ambipom ,Eteboth ,エテボース ,4. Generation Gen4 ,Normal,354,299,219,231,231,329,1663,NU,1.2,20,purple,Form 6: Zweibeiner mit Schweif ,Langschweif
425,Driftlon ,Driftlon ,Drifloon ,Fuwante ,フワンテ ,4. Generation Gen4 ,GeistFlug,384,199,219,167,187,239,1395,NFE,0.4,1.2,purple,Form 4: Kopf überwiegend mit Armen ,Ballon
426,Drifzepeli ,Drifzepeli ,Drifblim ,Fuwaride ,フワライド ,4. Generation Gen4 ,GeistFlug,504,259,279,187,207,259,1695,PU,1.2,15,purple,Form 4: Kopf überwiegend mit Armen ,Luftschiff
427,Haspiror ,Haspiror ,Buneary ,Mimirol ,ミミロル ,4. Generation Gen4 ,Normal,314,231,187,187,211,269,1399,LC,0.4,5.5,brown,Form 6: Zweibeiner mit Schweif ,Hase
428,Schlapor ,Schlapor ,Lopunny ,Mimilop ,ミミロップ ,4. Generation Gen4 ,Normal,334,251,207,267,291,309,1659,OU,1.2,33.2,brown,Form 6: Zweibeiner mit Schweif ,Hase
429,Traunmagil ,Traunmagil ,Mismagius ,Mumage ,ムウマージ ,4. Generation Gen4 ,Geist,324,219,309,219,309,309,1689,NU,0.9,4.4,purple,Form 1: Kopf-Körper ,Magisch
430,Kramshef ,Kramshef ,Honchkrow ,Donkarasu ,ドンカラス ,4. Generation Gen4 ,UnlichtFlug,404,349,309,203,203,241,1709,RU,0.9,27.3,black,Form 9: Vogel-Form ,Anführer
431,Charmian ,Charmian ,Glameow ,Nyarmar ,ニャルマー ,4. Generation Gen4 ,Normal,302,209,183,183,173,269,1319,LC,0.5,3.9,blue,Form 8: Vierbeiner ,Fies
432,Shnurgarst ,Shnurgarst ,Purugly ,Bunyat ,ブニャット ,4. Generation Gen4 ,Normal,346,263,227,227,217,323,1603,PU,1,43.2,blue,Form 8: Vierbeiner ,Tigerkatze
433,Klingplim ,Klingplim ,Chingling ,Lisyan ,リーシャン ,4. Generation Gen4 ,Psycho,294,159,229,199,199,189,1269,LC,0.2,0.6,yellow,Form 12: Humanoider Körper ,Glöckchen
434,Skunkapuh ,Skunkapuh ,Stunky ,Skunpoo ,スカンプー ,4. Generation Gen4 ,GiftUnlicht,330,225,181,193,181,247,1357,LC,0.4,19.2,purple,Form 8: Vierbeiner ,Stinktier
435,Skuntank ,Skuntank ,Skuntank ,Skutank ,スカタンク ,4. Generation Gen4 ,GiftUnlicht,410,285,241,233,221,267,1657,NU,1,38,purple,Form 8: Vierbeiner ,Stinktier
436,Bronzel ,Bronzel ,Bronzor ,Domirror ,ドーミラー ,4. Generation Gen4 ,StahlPsycho,318,147,147,271,271,145,1299,LC,0.5,60.5,blue,Form 1: Kopf-Körper ,Bronze
437,Bronzong ,Bronzong ,Bronzong ,Dotakun ,ドータクン ,4. Generation Gen4 ,StahlPsycho,338,277,257,331,331,165,1699,RU,1.3,187,blue,Form 4: Kopf überwiegend mit Armen ,Bronzeglocke
438,Mobai ,Mobai ,Bonsly ,Usohachi ,ウソハチ ,4. Generation Gen4 ,Gestein,304,259,119,289,189,119,1279,LC,0.5,15,brown,Form 7: Kopf überwiegend mit Beinen ,Bonsai
439,Pantimimi ,Pantimimi ,Mime Jr. ,Manene ,マネネ ,4. Generation Gen4 ,PsychoFee,244,149,239,189,279,219,1319,LC,0.6,13,pink,Form 12: Humanoider Körper ,Mime
440,Wonneira ,Wonneira ,Happiny ,Pinpuku ,ピンプク ,4. Generation Gen4 ,Normal,404,109,129,109,229,159,1139,LC,0.6,24.4,pink,Form 12: Humanoider Körper ,Spielhaus
441,Plaudagei ,Plaudagei ,Chatot ,Perap ,ペラップ ,4. Generation Gen4 ,NormalFlug,356,229,283,189,183,281,1521,PU,0.5,1.9,black,Form 9: Vogel-Form ,Musiknote
442,Kryppuk ,Kryppuk ,Spiritomb ,Mikaruge ,ミカルゲ ,4. Generation Gen4 ,GeistUnlicht,304,283,283,315,315,169,1669,NU,1,108,purple,Form 5: Kopf überwiegend mit Rumpf ,Verboten
443,Kaumalat ,Kaumalat ,Gible ,Fukamaru ,フカマル ,4. Generation Gen4 ,DracheBoden,320,239,179,189,189,183,1299,LC,0.7,20.5,blue,Form 6: Zweibeiner mit Schweif ,Landhai
444,Knarksel ,Knarksel ,Gabite ,Gabite ,ガバイト ,4. Generation Gen4 ,DracheBoden,340,279,199,229,209,263,1519,NFE,1.4,56,blue,Form 6: Zweibeiner mit Schweif ,Höhle
445,Knakrack ,Knakrack ,Garchomp ,Gablias ,ガブリアス ,4. Generation Gen4 ,DracheBoden,420,359,259,289,269,303,1899,OU,1.9,95,blue,Form 6: Zweibeiner mit Schweif ,Rasanz
446,Mampfaxo ,Mampfaxo ,Munchlax ,Gonbe ,ゴンベ ,4. Generation Gen4 ,Normal,474,269,179,179,269,109,1479,LC,0.6,105,black,Form 12: Humanoider Körper ,Nimmersatt
447,Riolu ,Riolu ,Riolu ,Riolu ,リオル ,4. Generation Gen4 ,Kampf,284,239,169,179,179,219,1269,LC,0.7,20.2,blue,Form 6: Zweibeiner mit Schweif ,Wellenspiel
448,Lucario ,Lucario ,Lucario ,Lucario ,ルカリオ ,4. Generation Gen4 ,KampfStahl,344,319,329,239,239,279,1749,Uber,1.2,54,blue,Form 6: Zweibeiner mit Schweif ,Aura
449,Hippopotas ,Hippopotas ,Hippopotas ,Hippopotas ,ヒポポタス ,4. Generation Gen4 ,Boden,340,243,175,255,183,163,1359,LC,0.8,49.5,brown,Form 8: Vierbeiner ,Flusspferd
450,Hippoterus ,Hippoterus ,Hippowdon ,Kabarudon ,カバルドン ,4. Generation Gen4 ,Boden,420,323,235,335,243,193,1749,UU,2,300,brown,Form 8: Vierbeiner ,Schwergewicht
451,Pionskora ,Pionskora ,Skorupi ,Scorpi ,スコルピ ,4. Generation Gen4 ,GiftKäfer,284,199,159,279,209,229,1359,LC,0.8,12,blue,Form 14: Kriechende Insekten ,Skorpion
452,Piondragi ,Piondragi ,Drapion ,Dorapion ,ドラピオン ,4. Generation Gen4 ,GiftUnlicht,344,279,219,319,249,289,1699,RU,1.8,61.5,purple,Form 14: Kriechende Insekten ,Ogerskorpion
453,Glibunkel ,Glibunkel ,Croagunk ,Gureggru ,グレッグル ,4. Generation Gen4 ,GiftKampf,300,221,221,179,179,199,1299,LC,0.7,23,blue,Form 12: Humanoider Körper ,Giftmund
454,Toxiquak ,Toxiquak ,Toxicroak ,Dokurog ,ドクロッグ ,4. Generation Gen4 ,GiftKampf,370,311,271,229,229,269,1679,NU,1.3,44.4,blue,Form 12: Humanoider Körper ,Giftmund
455,Venuflibis ,Venuflibis ,Carnivine ,Muskippa ,マスキッパ ,4. Generation Gen4 ,Pflanze,352,299,279,243,243,191,1607,PU,1.4,27,green,Form 10: Tentakel-Körper ,Käfertod
456,Finneon ,Finneon ,Finneon ,Keikouo ,ケイコウオ ,4. Generation Gen4 ,Wasser,302,197,197,211,221,231,1359,LC,0.4,7,blue,Form 3: Fisch-Form ,Flügelfisch
457,Lumineon ,Lumineon ,Lumineon ,Neorant ,ネオラント ,4. Generation Gen4 ,Wasser,342,237,237,251,271,281,1619,PU,1.2,33.5,blue,Form 3: Fisch-Form ,Neon
458,Mantirps ,Mantirps ,Mantyke ,Tamanta ,タマンタ ,4. Generation Gen4 ,WasserFlug,294,139,219,199,339,199,1389,LC,1,65,blue,Form 9: Vogel-Form ,Flugrochen
459,Shnebedeck ,Shnebedeck ,Snover ,Yukikabli ,ユキカブリ ,4. Generation Gen4 ,PflanzeEis,324,223,223,199,219,179,1367,LC,1,50.5,white,Form 6: Zweibeiner mit Schweif ,Frostbaum
460,Rexblisar ,Rexblisar ,Abomasnow ,Yukinooh ,ユキノオー ,4. Generation Gen4 ,PflanzeEis,384,283,283,249,269,219,1687,RU,2.2,135.5,white,Form 6: Zweibeiner mit Schweif ,Frostbaum
461,Snibunna ,Snibunna ,Weavile ,Manyula ,マニューラ ,4. Generation Gen4 ,UnlichtEis,344,339,189,229,269,349,1719,BL,1.1,34,purple,Form 6: Zweibeiner mit Schweif ,Stichklaue
462,Magnezone ,Magnezone ,Magnezone ,Jibacoil ,ジバコイル ,4. Generation Gen4 ,ElektroStahl,344,239,359,329,279,219,1769,OU,1.2,180,grey,Form 4: Kopf überwiegend mit Armen ,Magnetgebiet
463,Schlurplek ,Schlurplek ,Lickilicky ,Berobelt ,ベロベルト ,4. Generation Gen4 ,Normal,424,269,259,289,289,199,1729,PU,1.7,140,pink,Form 12: Humanoider Körper ,Schlecker
464,Rihornior ,Rihornior ,Rhyperior ,Dosidon ,ドサイドン ,4. Generation Gen4 ,BodenGestein,434,379,209,359,209,179,1769,RU,2.4,282.8,brown,Form 6: Zweibeiner mit Schweif ,Bohrer
465,Tangoloss ,Tangoloss ,Tangrowth ,Mojanbo ,モジャンボ ,4. Generation Gen4 ,Pflanze,404,299,319,349,199,199,1769,OU,2,128.6,green,Form 12: Humanoider Körper ,Ranke
466,Elevoltek ,Elevoltek ,Electivire ,Elekible ,エレキブル ,4. Generation Gen4 ,Elektro,354,345,289,233,269,289,1779,NU,1.8,138.6,yellow,Form 6: Zweibeiner mit Schweif ,Donnerkeil
467,Magbrant ,Magbrant ,Magmortar ,Booburn ,ブーバーン ,4. Generation Gen4 ,Feuer,354,289,349,233,289,265,1779,NU,1.6,68,red,Form 6: Zweibeiner mit Schweif ,Detonation
468,Togekiss ,Togekiss ,Togekiss ,Togekiss ,トゲキッス ,4. Generation Gen4 ,FeeFlug,374,199,339,289,329,259,1789,UU,1.5,38,white,Form 9: Vogel-Form ,Jubilierer
469,Yanmega ,Yanmega ,Yanmega ,Megayanma ,メガヤンマ ,4. Generation Gen4 ,KäferFlug,376,251,331,271,211,289,1729,BL3,1.9,51.5,green,Form 13: Geflügelte Insekten ,Agrion
470,Folipurba ,Folipurba ,Leafeon ,Leafia ,リーフィア ,4. Generation Gen4 ,Pflanze,334,319,219,359,229,289,1749,PU,1,25.5,green,Form 8: Vierbeiner ,Unreif
471,Glaziola ,Glaziola ,Glaceon ,Glacia ,グレイシア ,4. Generation Gen4 ,Eis,334,219,359,319,289,229,1749,PU,0.8,25.9,blue,Form 8: Vierbeiner ,Neuschnee
472,Skorgro ,Skorgro ,Gliscor ,Glion ,グライオン ,4. Generation Gen4 ,BodenFlug,354,289,189,349,249,289,1719,UU,2,42.5,purple,Form 9: Vogel-Form ,Zahnskorpi
473,Mamutel ,Mamutel ,Mamoswine ,Manmoo ,マンムー ,4. Generation Gen4 ,EisBoden,424,359,239,259,219,259,1759,UU,2.5,291,brown,Form 8: Vierbeiner ,Doppelstoßzahn
474,Porygon-Z ,Porygon-Z ,Porygon-Z ,PorygonZ ,ポリゴンZ ,4. Generation Gen4 ,Normal,374,259,369,239,249,279,1769,BL,0.9,34,pink,Form 4: Kopf überwiegend mit Armen ,Virtuell
475,Galagladi ,Galagladi ,Gallade ,Erlade ,エルレイド ,4. Generation Gen4 ,PsychoKampf,340,349,229,229,329,259,1735,BL,1.6,52,green,Form 12: Humanoider Körper ,Klinge
476,Voluminas ,Voluminas ,Probopass ,Dainose ,ダイノーズ ,4. Generation Gen4 ,GesteinStahl,324,209,249,389,399,179,1749,PU,1.4,340,blue,Form 11: Multiple Körper ,Kompass
477,Zwirrfinst ,Zwirrfinst ,Dusknoir ,Yonoir ,ヨノワール ,4. Generation Gen4 ,Geist,294,299,229,369,369,189,1749,PU,2.2,106.6,grey,Form 4: Kopf überwiegend mit Armen ,Greifer
478,Frosdedje ,Frosdedje ,Froslass ,Yukimenoko ,ユキメノコ ,4. Generation Gen4 ,EisGeist,344,259,259,239,239,319,1659,NU,1.3,26.6,white,Form 4: Kopf überwiegend mit Armen ,Schneegebiet
479,Rotom ,Rotom ,Rotom ,Rotom ,ロトム ,4. Generation Gen4 ,ElektroGeist,304,199,289,253,253,281,1579,UU,0.3,0.3,red,Form 1: Kopf-Körper ,Plasma
480,Selfe ,Selfe ,Uxie ,Yuxie ,ユクシー ,4. Generation Gen4 ,Psycho,354,249,249,359,359,289,1859,NU,0.3,0.3,yellow,Form 6: Zweibeiner mit Schweif ,Wissen
481,Vesprit ,Vesprit ,Mesprit ,Emrit ,エムリット ,4. Generation Gen4 ,Psycho,364,309,309,309,309,259,1859,PU,0.3,0.3,pink,Form 6: Zweibeiner mit Schweif ,Emotion
482,Tobutz ,Tobutz ,Azelf ,Agnome ,アグノム ,4. Generation Gen4 ,Psycho,354,349,349,239,239,329,1859,UU,0.3,0.3,blue,Form 6: Zweibeiner mit Schweif ,Willenskraft
483,Dialga ,Dialga ,Dialga ,Dialga ,ディアルガ ,4. Generation Gen4 ,StahlDrache,404,339,399,339,299,279,2059,Uber,5.4,683,blue,Form 8: Vierbeiner ,Zeitweilig
484,Palkia ,Palkia ,Palkia ,Palkia ,パルキア ,4. Generation Gen4 ,WasserDrache,384,339,399,299,339,299,2059,Uber,4.2,336,pink,Form 6: Zweibeiner mit Schweif ,Räumlich
485,Heatran ,Heatran ,Heatran ,Heatran ,ヒードラン ,4. Generation Gen4 ,FeuerStahl,386,279,359,311,311,253,1899,OU,1.7,430,red,Form 8: Vierbeiner ,Lavadom
486,Regigigas ,Regigigas ,Regigigas ,Regigigas ,レジギガス ,4. Generation Gen4 ,Normal,424,419,259,319,319,299,2039,PU,3.7,420,white,Form 12: Humanoider Körper ,Kolossal
487,Giratina ,Giratina ,Giratina ,Giratina ,ギラティナ ,4. Generation Gen4 ,GeistDrache,504,299,299,339,339,279,2059,Uber,4.5,750,grey,Form 10: Tentakel-Körper ,Rebell
488,Cresselia ,Cresselia ,Cresselia ,Crecelia ,クレセリア ,4. Generation Gen4 ,Psycho,444,239,249,339,359,269,1899,RU,1.5,85.6,pink,Form 14: Kriechende Insekten ,Lunar
489,Phione ,Phione ,Phione ,Phione ,フィオネ ,4. Generation Gen4 ,Wasser,364,259,259,259,259,259,1659,PU,0.4,3.1,blue,Form 4: Kopf überwiegend mit Armen ,Seedrift
490,Manaphy ,Manaphy ,Manaphy ,Manaphy ,マナフィ ,4. Generation Gen4 ,Wasser,404,299,299,299,299,299,1899,OU,0.3,1.4,blue,Form 12: Humanoider Körper ,Seefahrer
491,Darkrai ,Darkrai ,Darkrai ,Darkrai ,ダークライ ,4. Generation Gen4 ,Unlicht,344,279,369,279,279,349,1899,Uber,1.5,50.5,black,Form 12: Humanoider Körper ,Dunkelnacht
492,Shaymin ,Shaymin ,Shaymin ,Sheimi ,シェイミ ,4. Generation Gen4 ,Pflanze,404,299,299,299,299,299,1899,Uber,0.2,2.1,green,Form 8: Vierbeiner ,Dankbarkeit
493,Arceus ,Arceus ,Arceus ,Arseus ,アルセウス ,4. Generation Gen4 ,Normal,444,339,339,339,339,339,2139,Uber,3.2,320,white,Form 8: Vierbeiner ,Alpha
494,Victini ,Victini ,Victini ,Victini ,ビクティニ ,5. Generation Gen5 ,PsychoFeuer,404,299,299,299,299,299,1899,BL,0.4,4,yellow,Form 12: Humanoider Körper ,Triumph
495,Serpifeu ,Serpifeu ,Snivy ,Tsutarja ,ツタージャ ,5. Generation Gen5 ,Pflanze,294,189,189,209,209,225,1315,LC,0.6,8.1,green,Form 6: Zweibeiner mit Schweif ,Grasschlange
496,Efoserp ,Efoserp ,Servine ,Jyanobii ,ジャノビー ,5. Generation Gen5 ,Pflanze,324,219,219,249,249,265,1525,NFE,0.8,16,green,Form 6: Zweibeiner mit Schweif ,Grasschlange
497,Serpiroyal ,Serpiroyal ,Serperior ,Jyarohda ,ジャローダ ,5. Generation Gen5 ,Pflanze,354,249,249,289,289,325,1755,UU,3.3,63,green,Form 2: Schlangen-Form ,Hoheit
498,Floink ,Floink ,Tepig ,Pokabu ,ポカブ ,5. Generation Gen5 ,Feuer,334,225,189,189,189,189,1315,LC,0.5,9.9,red,Form 8: Vierbeiner ,Feuerferkel
499,Ferkokel ,Ferkokel ,Pignite ,Chaobuu ,チャオブー ,5. Generation Gen5 ,FeuerKampf,384,285,239,209,209,209,1535,NFE,1,55,red,Form 6: Zweibeiner mit Schweif ,Feuerferkel
500,Flambirex ,Flambirex ,Emboar ,Enbuoo ,エンブオー ,5. Generation Gen5 ,FeuerKampf,424,345,299,229,229,229,1755,NU,1.6,150,red,Form 6: Zweibeiner mit Schweif ,Feuerschwein
501,Ottaro ,Ottaro ,Oshawott ,Mijumaru ,ミジュマル ,5. Generation Gen5 ,Wasser,314,209,225,189,189,189,1315,LC,0.5,5.9,blue,Form 6: Zweibeiner mit Schweif ,Otter
502,Zwottronin ,Zwottronin ,Dewott ,Futachimaru ,フタチマル ,5. Generation Gen5 ,Wasser,354,249,265,219,219,219,1525,NFE,0.8,24.5,blue,Form 6: Zweibeiner mit Schweif ,Schulung
503,Admurai ,Admurai ,Samurott ,Daikenki ,ダイケンキ ,5. Generation Gen5 ,Wasser,394,299,315,269,239,239,1755,BL4,1.5,94.6,blue,Form 8: Vierbeiner ,Würde
504,Nagelotz ,Nagelotz ,Patrat ,Minezumi ,ミネズミ ,5. Generation Gen5 ,Normal,294,209,169,177,177,183,1209,LC,0.5,11.6,brown,Form 8: Vierbeiner ,Späher
505,Kukmarda ,Kukmarda ,Watchog ,Miruhoggu ,ミルホッグ ,5. Generation Gen5 ,Normal,324,269,219,237,237,253,1539,PU,1.1,27,brown,Form 6: Zweibeiner mit Schweif ,Wachsamkeit
506,Yorkleff ,Yorkleff ,Lillipup ,Yooterii ,ヨーテリー ,5. Generation Gen5 ,Normal,294,219,149,189,189,209,1249,LC,0.4,4.1,brown,Form 8: Vierbeiner ,Hund
507,Terribark ,Terribark ,Herdier ,Haderia ,ハーデリア ,5. Generation Gen5 ,Normal,334,259,169,229,229,219,1439,NFE,0.9,14.7,brown,Form 8: Vierbeiner ,Treuhund
508,Bissbark ,Bissbark ,Stoutland ,Maarando ,ムーランド ,5. Generation Gen5 ,Normal,374,319,189,279,279,259,1699,PU,1.2,61,grey,Form 8: Vierbeiner ,Großherzig
509,Felilou ,Felilou ,Purrloin ,Choroneko ,チョロネコ ,5. Generation Gen5 ,Unlicht,286,199,199,173,173,231,1261,LC,0.4,10.1,purple,Form 8: Vierbeiner ,Schelm
510,Kleoparda ,Kleoparda ,Liepard ,Reparudasu ,レパルダス ,5. Generation Gen5 ,Unlicht,332,275,275,199,199,311,1591,NU,1.1,37.5,purple,Form 8: Vierbeiner ,Gefühlskälte
511,Vegimak ,Vegimak ,Pansage ,Yanappu ,ヤナップ ,5. Generation Gen5 ,Pflanze,304,205,205,195,195,227,1331,LC,0.6,10.5,green,Form 6: Zweibeiner mit Schweif ,Grasaffe
512,Vegichita ,Vegichita ,Simisage ,Yanakki ,ヤナッキー ,5. Generation Gen5 ,Pflanze,354,295,295,225,225,301,1695,PU,1.1,30.5,green,Form 6: Zweibeiner mit Schweif ,Stachelaffe
513,Grillmak ,Grillmak ,Pansear ,Baoppu ,バオップ ,5. Generation Gen5 ,Feuer,304,205,205,195,195,227,1331,LC,0.6,11,red,Form 6: Zweibeiner mit Schweif ,Hitze
514,Grillchita ,Grillchita ,Simisear ,Baokki ,バオッキー ,5. Generation Gen5 ,Feuer,354,295,295,225,225,301,1695,PU,1,28,red,Form 6: Zweibeiner mit Schweif ,Funkenregen
515,Sodamak ,Sodamak ,Panpour ,Hiyappu ,ヒヤップ ,5. Generation Gen5 ,Wasser,304,205,205,195,195,227,1331,LC,0.6,15,blue,Form 6: Zweibeiner mit Schweif ,Wasserstrahl
516,Sodachita ,Sodachita ,Simipour ,Hiyakki ,ヒヤッキー ,5. Generation Gen5 ,Wasser,354,295,295,225,225,301,1695,PU,1,29,blue,Form 6: Zweibeiner mit Schweif ,Drainage
517,Somniam ,Somniam ,Munna ,Munna ,ムンナ ,5. Generation Gen5 ,Psycho,356,149,233,189,209,147,1283,LC,0.6,23.3,pink,Form 8: Vierbeiner ,Traumfresser
518,Somnivora ,Somnivora ,Musharna ,Musharna ,ムシャーナ ,5. Generation Gen5 ,Psycho,436,229,313,269,289,157,1693,PU,1.1,60.5,pink,Form 12: Humanoider Körper ,Halbschlaf
519,Dusselgurr ,Dusselgurr ,Pidove ,Mamepato ,マメパト ,5. Generation Gen5 ,NormalFlug,304,209,171,199,159,185,1227,LC,0.3,2.1,grey,Form 9: Vogel-Form ,Täubchen
520,Navitaub ,Navitaub ,Tranquill ,Hatooboo ,ハトーポー ,5. Generation Gen5 ,NormalFlug,328,253,199,223,183,229,1415,NFE,0.6,15,grey,Form 9: Vogel-Form ,Wildtaube
521,Fasasnob ,Fasasnob ,Unfezant ,Kenhorou ,ケンホロウ ,5. Generation Gen5 ,NormalFlug,364,329,229,259,209,285,1675,PU,1.2,29,grey,Form 9: Vogel-Form ,Stolz
522,Elezeba ,Elezeba ,Blitzle ,Shimama ,シママ ,5. Generation Gen5 ,Elektro,294,219,199,163,163,251,1289,LC,0.8,29.8,black,Form 8: Vierbeiner ,Hochspannung
523,Zebritz ,Zebritz ,Zebstrika ,Zeburaika ,ゼブライカ ,5. Generation Gen5 ,Elektro,354,299,259,225,225,331,1693,PU,1.6,79.5,black,Form 8: Vierbeiner ,Donnerkeil
524,Kiesling ,Kiesling ,Roggenrola ,Dangoro ,ダンゴロ ,5. Generation Gen5 ,Gestein,314,249,149,269,149,129,1259,LC,0.4,18,blue,Form 7: Kopf überwiegend mit Beinen ,Erdmantel
525,Sedimantur ,Sedimantur ,Boldore ,Gantoru ,ガントル ,5. Generation Gen5 ,Gestein,344,309,199,309,179,139,1479,NFE,0.9,102,blue,Form 10: Tentakel-Körper ,Erz
526,Brockoloss ,Brockoloss ,Gigalith ,Gigaias ,ギガイアス ,5. Generation Gen5 ,Gestein,374,369,219,359,259,149,1729,RU,1.7,260,blue,Form 10: Tentakel-Körper ,Kompression
527,Fleknoil ,Fleknoil ,Woobat ,Koromori ,コロモリ ,5. Generation Gen5 ,PsychoFlug,334,189,209,185,185,243,1345,LC,0.4,2.1,blue,Form 9: Vogel-Form ,Fledermaus
